gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup
017248,20211231,2021,INDL,C,D,STD,UBSI,UNITED BANKSHARES INC/WV,USD,A,4010
017252,20211231,2021,INDL,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,A,4030
017277,20211231,2021,INDL,C,D,STD,NVEE,NV5 GLOBAL INC,USD,A,2010
017306,20211231,2021,INDL,C,D,STD,PFSI,PENNYMAC FINANCIAL SERVICES,USD,A,4010
017341,20211231,2021,INDL,C,D,STD,ARTNA,ARTESIAN RESOURCES  -CL A,USD,A,5510
017367,20211231,2021,INDL,C,D,STD,AMNB,AMERICAN NATL BANKSHARES,USD,A,4010
017451,20211231,2021,INDL,C,D,STD,IBTX,INDEPENDENT BK GRP INC,USD,A,4010
017498,20211231,2021,INDL,C,D,STD,CMRX,CHIMERIX INC,USD,A,3520
017534,20211231,2021,INDL,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,A,4010
017553,20210930,2021,INDL,C,D,STD,MODN,MODEL N INC,USD,A,4510
017626,20211231,2021,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,A,6010
017639,20211231,2021,INDL,C,D,STD,AMH,AMERICAN HOMES 4 RENT,USD,A,6010
017696,20211231,2021,INDL,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,A,4010
017724,20211231,2021,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,A,4010
017769,20211231,2021,INDL,C,D,STD,HASI,HANNON ARMSTRONG SUST INFR,USD,A,4020
017808,20211231,2021,INDL,C,D,STD,EPZM,EPIZYME INC,USD,A,3520
017811,20211231,2021,INDL,C,D,STD,ECOM,CHANNELADVISOR CORP,USD,A,4510
017874,20211231,2021,INDL,C,D,STD,TMUS,T-MOBILE US INC,USD,A,5010
017875,20211231,2021,INDL,C,D,STD,NCBS,NICOLET BANKSHARES INC,USD,A,4010
017878,20211231,2021,INDL,C,D,STD,NRZ,NEW RESIDENTIAL INV CP,USD,A,4020
017934,20211231,2021,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,A,3010
017997,20211231,2021,INDL,C,D,STD,CSTM,CONSTELLIUM SE,USD,A,1510
017998,20211231,2021,INDL,C,D,STD,BLUE,BLUEBIRD BIO INC,USD,A,3520
018004,20211231,2021,INDL,C,D,STD,CCS,CENTURY COMMUNITIES INC,USD,A,2520
018009,20211231,2021,INDL,C,D,STD,NSTG,NANOSTRING TECHNOLOGIES INC,USD,A,3520
018036,20211231,2021,INDL,C,D,STD,COMM,COMMSCOPE HOLDING CO INC,USD,A,4520
018037,20211231,2021,INDL,C,D,STD,CZNC,CITIZENS & NORTHERN CORP,USD,A,4010
018043,20210630,2021,INDL,C,D,STD,NWSA,NEWS CORP,USD,A,5020
018047,20211231,2021,INDL,C,D,STD,NDLS,NOODLES & CO,USD,A,2530
018049,20211231,2021,INDL,C,D,STD,FNB,F N B CORP/FL,USD,A,4010
018071,20211231,2021,INDL,C,D,STD,REXR,REXFORD INDUS REALTY,USD,A,6010
018145,20211231,2021,INDL,C,D,STD,DOC,PHYSICIANS REALTY TR,USD,A,6010
018159,20211231,2021,INDL,C,D,STD,AGIO,AGIOS PHARMACEUTICALS,USD,A,3520
018162,20211231,2021,INDL,C,D,STD,ESPR,ESPERION THERAPEUTICS INC,USD,A,3520
018204,20211231,2021,INDL,C,D,STD,ANIP,ANI PHARMACEUTICALS INC,USD,A,3520
018241,20211231,2021,INDL,C,D,STD,FCF,FIRST COMMONWLTH FINL CP/PA,USD,A,4010
018307,20211231,2021,INDL,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,A,4010
018312,20211231,2021,INDL,C,D,STD,USFD,US FOODS HOLDING CORP,USD,A,3010
018320,20211231,2021,INDL,C,D,STD,FOXF,FOX FACTORY HOLDING CP,USD,A,2510
018329,20211231,2021,INDL,C,D,STD,BUSE,FIRST BUSEY CORP,USD,A,4010
018383,20211231,2021,INDL,C,D,STD,BRX,BRIXMOR PROPERTY GROUP INC,USD,A,6010
018465,20211231,2021,INDL,C,D,STD,AR,ANTERO RESOURCES CORP,USD,A,1010
018494,20211231,2021,INDL,C,D,STD,IRT,INDEPENDENCE REALTY TRUST,USD,A,6010
018498,20211231,2021,INDL,C,D,STD,MUSA,MURPHY USA INC,USD,A,2550
018533,20211231,2021,INDL,C,D,STD,HBNC,HORIZON BANCORP INC,USD,A,4010
018556,20211231,2021,INDL,C,D,STD,CHGG,CHEGG INC,USD,A,2530
018561,20211231,2021,INDL,C,D,STD,BNFT,BENEFITFOCUS INC,USD,A,4510
018562,20211231,2021,INDL,C,D,STD,FATE,FATE THERAPEUTICS INC,USD,A,3520
018578,20211231,2021,INDL,C,D,STD,RMAX,RE/MAX HOLDINGS INC,USD,A,6010
018624,20210630,2021,INDL,C,D,STD,PINC,PREMIER INC,USD,A,3510
018626,20211231,2021,INDL,C,D,STD,GLOB,GLOBANT SA,USD,A,4510
018629,20211231,2021,INDL,C,D,STD,LGIH,LGI HOMES INC,USD,A,2520
018630,20211231,2021,INDL,C,D,STD,RNG,RINGCENTRAL INC,USD,A,4510
018658,20211231,2021,INDL,C,D,STD,MGNX,MACROGENICS INC,USD,A,3520
018675,20220131,2021,INDL,C,D,STD,BURL,BURLINGTON STORES INC,USD,A,2550
018683,20220131,2021,INDL,C,D,STD,SAIC,SCIENCE APPLICATIONS INTL CP,USD,A,2020
018689,20220131,2021,INDL,C,D,STD,VEEV,VEEVA SYSTEMS INC,USD,A,3510
018699,20210930,2021,INDL,C,D,STD,PTC,PTC INC,USD,A,4510
018732,20211231,2021,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,A,4010
018745,20211231,2021,INDL,C,D,STD,ESNT,ESSENT GROUP LTD,USD,A,4010
018749,20211231,2021,INDL,C,D,STD,AERI,AERIE PHARMACEUTICALS INC,USD,A,3520
018792,20211231,2021,INDL,C,D,STD,GLPI,GAMING & LEISURE PPTYS,USD,A,6010
018869,20211231,2021,INDL,C,D,STD,WIX,WIX.COM LTD,USD,A,4510
018872,20211231,2021,INDL,C,D,STD,TWTR,TWITTER INC,USD,A,5020
018899,20211231,2021,INDL,C,D,STD,TNDM,TANDEM DIABETES CARE INC,USD,A,3510
018930,20211231,2021,INDL,C,D,STD,KPTI,KARYOPHARM THERAPEUTICS INC,USD,A,3520
018938,20211231,2021,INDL,C,D,STD,XNCR,XENCOR INC,USD,A,3520
018947,20211231,2021,INDL,C,D,STD,VCYT,VERACYTE INC,USD,A,3520
019000,20211231,2021,INDL,C,D,STD,MMI,MARCUS & MILLICHAP INC,USD,A,6010
019044,20211231,2021,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,A,4510
019071,20211231,2021,INDL,C,D,STD,CWH,CAMPING WORLD HOLDINGS INC,USD,A,2550
019094,20211231,2021,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,A,4010
019149,20211231,2021,INDL,C,D,STD,RARE,ULTRAGENYX PHARMACEUTICAL,USD,A,3520
019150,20211231,2021,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,A,4010
019154,20211231,2021,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,A,3520
019172,20210630,2021,INDL,C,D,STD,AMRK,A-MARK PRECIOUS METALS INC,USD,A,4020
019262,20211231,2021,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,A,4010
019274,20211231,2021,INDL,C,D,STD,INGN,INOGEN INC,USD,A,3510
019318,20211231,2021,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,A,4010
019355,20211231,2021,INDL,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,A,4010
019391,20210630,2021,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,A,2520
019398,20211231,2021,INDL,C,D,STD,DENN,DENNYS CORP,USD,A,2530
019402,20220131,2021,INDL,C,D,STD,GIII,G-III APPAREL GROUP LTD,USD,A,2520
019412,20211231,2021,INDL,C,D,STD,ITCI,INTRA-CELLULAR THERAPIES INC,USD,A,3520
019428,20211231,2021,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,A,4010
019440,20211231,2021,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,A,4020
019471,20211231,2021,INDL,C,D,STD,RVNC,REVANCE THERAPEUTICS INC,USD,A,3520
019507,20211231,2021,INDL,C,D,STD,OUT,OUTFRONT MEDIA INC,USD,A,6010
019516,20211231,2021,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,A,2520
019517,20211231,2021,INDL,C,D,STD,OGS,ONE GAS INC,USD,A,5510
019518,20211231,2021,INDL,C,D,STD,KN,KNOWLES CORP,USD,A,4520
019526,20211231,2021,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC,USD,A,6010
019570,20211231,2021,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,A,4010
019581,20220131,2021,INDL,C,D,STD,LE,LANDS' END INC,USD,A,2550
019582,20211231,2021,INDL,C,D,STD,CTRE,CARETRUST REIT INC,USD,A,6010
019600,20211231,2021,INDL,C,D,STD,CBAY,CYMABAY THERAPEUTICS INC,USD,A,3520
019602,20211231,2021,INDL,C,D,STD,HEAR,TURTLE BEACH CORP,USD,A,4520
019647,20211231,2021,INDL,C,D,STD,LC,LENDINGCLUB CORP,USD,A,4020
019649,20211231,2021,INDL,C,D,STD,SABR,SABRE CORP,USD,A,4510
019730,20210630,2021,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,A,4510
019747,20211231,2021,INDL,C,D,STD,QUOT,QUOTIENT TECHNOLOGY INC,USD,A,2550
019784,20211231,2021,INDL,C,D,STD,EGRX,EAGLE PHARMACEUTICALS INC,USD,A,3520
019817,20211231,2021,INDL,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,A,4010
019849,20211231,2021,INDL,C,D,STD,ATEN,A10 NETWORKS INC,USD,A,4510
019851,20211231,2021,INDL,C,D,STD,CIO,CITY OFFICE REIT INC,USD,A,6010
019858,20211231,2021,INDL,C,D,STD,VRTV,VERITIV CORP,USD,A,2010
019859,20211231,2021,INDL,C,D,STD,AKBA,AKEBIA THERAPEUTICS INC,USD,A,3520
019873,20211231,2021,INDL,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,A,4010
019877,20211231,2021,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,A,4510
019908,20211231,2021,INDL,C,D,STD,FIVN,FIVE9 INC,USD,A,4510
019927,20211231,2021,INDL,C,D,STD,MC,MOELIS & CO,USD,A,4020
019998,20211231,2021,INDL,C,D,STD,MEDP,MEDPACE HOLDINGS INC,USD,A,3520
020011,20211231,2021,INDL,C,D,STD,TMST,TIMKENSTEEL CORP,USD,A,1510
020018,20211231,2021,INDL,C,D,STD,ALDX,ALDEYRA THERAPEUTICS INC,USD,A,3520
020019,20211231,2021,INDL,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,A,4010
020088,20220131,2021,INDL,C,D,STD,BOX,BOX INC,USD,A,4510
020109,20211231,2021,INDL,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,A,4010
020115,20210630,2021,INDL,C,D,STD,PAHC,PHIBRO ANIMAL HEALTH CORP,USD,A,3520
020116,20211231,2021,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,A,4510
020185,20210930,2021,INDL,C,D,STD,SMG,SCOTTS MIRACLE-GRO CO,USD,A,1510
020228,20210630,2021,INDL,C,D,STD,CTLT,CATALENT INC,USD,A,3520
020229,20211231,2021,INDL,C,D,STD,ZEN,ZENDESK INC,USD,A,4510
020232,20211031,2021,INDL,C,D,STD,KEYS,KEYSIGHT TECHNOLOGIES INC,USD,A,4520
020233,20211231,2021,INDL,C,D,STD,TBPH,THERAVANCE BIOPHARMA INC,USD,A,3520
020235,20211231,2021,INDL,C,D,STD,DNOW,NOW INC,USD,A,2010
020299,20211231,2021,INDL,C,D,STD,LOB,LIVE OAK BANCSHARES INC,USD,A,4010
020412,20211231,2021,INDL,C,D,STD,ARES,ARES MANAGEMENT CORP,USD,A,4020
020420,20211231,2021,INDL,C,D,STD,OEC,ORION ENGINEERED CARBONS SA,USD,A,1510
020430,20211231,2021,INDL,C,D,STD,SLM,SLM CORP,USD,A,4020
020567,20211231,2021,INDL,C,D,STD,MRNS,MARINUS PHARMACEUTICALS INC,USD,A,3520
020600,20211130,2021,INDL,C,D,STD,NG,NOVAGOLD RESOURCES LTD,USD,A,1510
020644,20211231,2021,INDL,C,D,STD,GPRO,GOPRO INC,USD,A,2520
020645,20211231,2021,INDL,C,D,STD,ARDX,ARDELYX INC,USD,A,3520
020649,20211231,2021,INDL,C,D,STD,SNDX,SYNDAX PHARMACEUTICALS INC,USD,A,3520
020659,20211231,2021,INDL,C,D,STD,AMPH,AMPHASTAR PHARMACEUTICLS INC,USD,A,3520
020661,20211231,2021,INDL,C,D,STD,VEC,VECTRUS INC,USD,A,2010
020677,20211231,2021,INDL,C,D,STD,FFWM,FIRST FOUNDATION INC,USD,A,4010
020686,20211231,2021,INDL,C,D,STD,SYF,SYNCHRONY FINANCIAL,USD,A,4020
020692,20210630,2021,INDL,C,D,STD,KE,KIMBALL ELECTRONICS INC,USD,A,4520
020696,20211231,2021,INDL,C,D,STD,DOOR,MASONITE INTERNATIONAL CORP,USD,A,2010
020748,20211231,2021,INDL,C,D,STD,ANET,ARISTA NETWORKS INC,USD,A,4520
020779,20210731,2021,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,A,4520
020791,20211231,2021,INDL,C,D,STD,BXMT,BLACKSTONE MORTGAGE TR INC,USD,A,4020
020823,20220131,2021,INDL,C,D,STD,HQY,HEALTHEQUITY INC,USD,A,3510
020904,20210930,2021,INDL,C,D,STD,HOLX,HOLOGIC INC,USD,A,3510
020935,20211231,2021,INDL,C,D,STD,TRUP,TRUPANION INC,USD,A,4030
020943,20211231,2021,INDL,C,D,STD,SAGE,SAGE THERAPEUTICS INC,USD,A,3520
020945,20211231,2021,INDL,C,D,STD,IRMD,IRADIMED CORP,USD,A,3510
021004,20211231,2021,INDL,C,D,STD,LNTH,LANTHEUS HOLDINGS INC,USD,A,3510
021012,20211231,2021,INDL,C,D,STD,ATRA,ATARA BIOTHERAPEUTICS INC,USD,A,3520
021015,20211231,2021,INDL,C,D,STD,OCUL,OCULAR THERAPEUTIX INC,USD,A,3520
021032,20211231,2021,INDL,C,D,STD,VKTX,VIKING THERAPEUTICS INC,USD,A,3520
021124,20211231,2021,INDL,C,D,STD,LOCO,EL POLLO LOCO HOLDINGS INC,USD,A,2530
021227,20211231,2021,INDL,C,D,STD,LBRDK,LIBERTY BROADBAND CORP,USD,A,5020
021237,20211231,2021,INDL,C,D,STD,TTI,TETRA TECHNOLOGIES INC/DE,USD,A,1010
021238,20211231,2021,INDL,C,D,STD,VICR,VICOR CORP,USD,A,2010
021429,20211231,2021,INDL,C,D,STD,GVA,GRANITE CONSTRUCTION INC,USD,A,2010
021440,20211231,2021,INDL,C,D,STD,LSTR,LANDSTAR SYSTEM INC,USD,A,2030
021503,20211231,2021,INDL,C,D,STD,KMPR,KEMPER CORP/DE,USD,A,4030
021515,20211231,2021,INDL,C,D,STD,UNVR,UNIVAR SOLUTIONS INC,USD,A,2010
021540,20211231,2021,INDL,C,D,STD,W,WAYFAIR INC,USD,A,2550
021542,20211231,2021,INDL,C,D,STD,AAON,AAON INC,USD,A,2010
021593,20211231,2021,INDL,C,D,STD,CIVB,CIVISTA BANCSHARES INC,USD,A,4010
021604,20211231,2021,INDL,C,D,STD,PGRE,PARAMOUNT GROUP INC,USD,A,6010
021630,20211231,2021,INDL,C,D,STD,STOR,STORE CAPITAL CORP,USD,A,6010
021633,20211231,2021,INDL,C,D,STD,VBTX,VERITEX HOLDINGS INC,USD,A,4010
021761,20210630,2021,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,A,4510
021777,20211231,2021,INDL,C,D,STD,MMSI,MERIT MEDICAL SYSTEMS INC,USD,A,3510
021798,20211231,2021,INDL,C,D,STD,FRPT,FRESHPET INC,USD,A,3020
021815,20211231,2021,INDL,C,D,STD,TBK,TRIUMPH BANCORP INC,USD,A,4010
021825,20211231,2021,INDL,C,D,STD,CFG,CITIZENS FINANCIAL GROUP INC,USD,A,4010
021841,20211231,2021,INDL,C,D,STD,CHRS,COHERUS BIOSCIENCES INC,USD,A,3520
021847,20211231,2021,INDL,C,D,STD,HUBS,HUBSPOT INC,USD,A,4510
021901,20211231,2021,INDL,C,D,STD,FGEN,FIBROGEN INC,USD,A,3520
021916,20211231,2021,INDL,C,D,STD,NVRO,NEVRO CORP,USD,A,3510
022000,20211231,2021,INDL,C,D,STD,WK,WORKIVA INC,USD,A,4510
022037,20211231,2021,INDL,C,D,STD,SIEN,SIENTRA INC,USD,A,3510
022040,20211231,2021,INDL,C,D,STD,UPLD,UPLAND SOFTWARE INC,USD,A,4510
022047,20211231,2021,INDL,C,D,STD,GRBK,GREEN BRICK PARTNERS INC,USD,A,2520
022082,20211231,2021,INDL,C,D,STD,JYNT,JOINT CORP (THE),USD,A,3510
022086,20211231,2021,INDL,C,D,STD,IBOC,INTL BANCSHARES CORP,USD,A,4010
022134,20211231,2021,INDL,C,D,STD,AXTA,AXALTA COATING SYSTEMS LTD,USD,A,1510
022207,20211231,2021,INDL,C,D,STD,TBI,TRUEBLUE INC,USD,A,2020
022260,20211231,2021,INDL,C,D,STD,HCA,HCA HEALTHCARE INC,USD,A,3510
022447,20211231,2021,INDL,C,D,STD,PARR,PAR PACIFIC HOLDINGS INC,USD,A,1010
022459,20211231,2021,INDL,C,D,STD,UE,URBAN EDGE PROPERTIES,USD,A,6010
022603,20211231,2021,INDL,C,D,STD,SUM,SUMMIT MATERIALS INC,USD,A,1510
022671,20211231,2021,INDL,C,D,STD,ESTE,EARTHSTONE ENERGY INC,USD,A,1010
022672,20211231,2021,INDL,C,D,STD,SHAK,SHAKE SHACK INC,USD,A,2530
022674,20211231,2021,INDL,C,D,STD,DEA,EASTERLY GOVERNMENT PPTYS,USD,A,6010
022717,20211231,2021,INDL,C,D,STD,SYBT,STOCK YARDS BANCORP INC,USD,A,4010
022741,20211231,2021,INDL,C,D,STD,CC,CHEMOURS CO,USD,A,1510
022815,20211231,2021,INDL,C,D,STD,TRMB,TRIMBLE INC,USD,A,4520
022867,20211231,2021,INDL,C,D,STD,NVTA,INVITAE CORP,USD,A,3510
022983,20211231,2021,INDL,C,D,STD,XHR,XENIA HOTELS & RESORTS INC,USD,A,6010
023027,20211231,2021,INDL,C,D,STD,EXPO,EXPONENT INC,USD,A,2020
023071,20211231,2021,INDL,C,D,STD,GDDY,GODADDY INC,USD,A,4510
023083,20210930,2021,INDL,C,D,STD,ENR,ENERGIZER HOLDINGS INC,USD,A,3030
023084,20211231,2021,INDL,C,D,STD,BHE,BENCHMARK ELECTRONICS INC,USD,A,4520
023086,20211231,2021,INDL,C,D,STD,NXRT,NEXPOINT RESIDENTIAL TR INC,USD,A,6010
023106,20211231,2021,INDL,C,D,STD,VRAY,VIEWRAY INC,USD,A,3510
023147,20211231,2021,INDL,C,D,STD,NSA,NATIONAL STORAGE AFFILIATES,USD,A,6010
023167,20210930,2021,INDL,C,D,STD,BLBD,BLUE BIRD CORP,USD,A,2010
023224,20210930,2021,INDL,C,D,STD,ESE,ESCO TECHNOLOGIES INC,USD,A,2010
023225,20211231,2021,INDL,C,D,STD,CABO,CABLE ONE INC,USD,A,5020
023238,20211231,2021,INDL,C,D,STD,ETSY,ETSY INC,USD,A,2550
023245,20211231,2021,INDL,C,D,STD,BLD,TOPBUILD CORP,USD,A,2520
023247,20211231,2021,INDL,C,D,STD,PJT,PJT PARTNERS INC,USD,A,4020
023249,20210630,2021,INDL,C,D,STD,LITE,LUMENTUM HOLDINGS INC,USD,A,4520
023407,20211231,2021,INDL,C,D,STD,BPMC,BLUEPRINT MEDICINES CORP,USD,A,3520
023432,20211231,2021,INDL,C,D,STD,VIRT,VIRTU FINANCIAL INC,USD,A,4020
023500,20211231,2021,INDL,C,D,STD,CATY,CATHAY GENERAL BANCORP,USD,A,4010
023555,20211231,2021,INDL,C,D,STD,COLL,COLLEGIUM PHARMACEUTICAL INC,USD,A,3520
023556,20211231,2021,INDL,C,D,STD,CHCT,COMMUNITY HEALTHCARE TRUST,USD,A,6010
023587,20210930,2021,INDL,C,D,STD,HAYN,HAYNES INTERNATIONAL INC,USD,A,1510
023714,20211231,2021,INDL,C,D,STD,CYH,COMMUNITY HEALTH SYSTEMS INC,USD,A,3510
023753,20211231,2021,INDL,C,D,STD,DORM,DORMAN PRODUCTS INC,USD,A,2510
023793,20211231,2021,INDL,C,D,STD,PSB,PS BUSINESS PARKS,USD,A,6010
023809,20210831,2021,INDL,C,D,STD,AZO,AUTOZONE INC,USD,A,2550
023812,20211231,2021,INDL,C,D,STD,REGN,REGENERON PHARMACEUTICALS,USD,A,3520
023818,20211231,2021,INDL,C,D,STD,EVH,EVOLENT HEALTH INC,USD,A,3510
023843,20211231,2021,INDL,C,D,STD,WING,WINGSTOP INC,USD,A,2530
023865,20211231,2021,INDL,C,D,STD,BW,BABCOCK & WILCOX ENTERPRISES,USD,A,2010
023977,20211231,2021,INDL,C,D,STD,APLE,APPLE HOSPITALITY REIT INC,USD,A,6010
023978,20211231,2021,INDL,C,D,STD,X,UNITED STATES STEEL CORP,USD,A,1510
023990,20211231,2021,INDL,C,D,STD,GKOS,GLAUKOS CORP,USD,A,3510
023996,20211231,2021,INDL,C,D,STD,GNL,GLOBAL NET LEASE INC,USD,A,6010
024040,20211231,2021,INDL,C,D,STD,IONS,IONIS PHARMACEUTICALS INC,USD,A,3520
024071,20211231,2021,INDL,C,D,STD,APPF,APPFOLIO INC,USD,A,4510
024076,20220131,2021,INDL,C,D,STD,OLLI,OLLIE'S BARGAIN OUTLET HLDGS,USD,A,2550
024135,20211231,2021,INDL,C,D,STD,ALRM,ALARM.COM HOLDINGS INC,USD,A,4510
024157,20211231,2021,INDL,C,D,STD,FCFS,FIRSTCASH HOLDINGS INC,USD,A,4020
024176,20211231,2021,INDL,C,D,STD,NTRA,NATERA INC,USD,A,3520
024177,20211231,2021,INDL,C,D,STD,MCRB,SERES THERAPEUTICS INC,USD,A,3520
024197,20211231,2021,INDL,C,D,STD,IDXX,IDEXX LABS INC,USD,A,3510
024216,20211231,2021,INDL,C,D,STD,AES,AES CORP (THE),USD,A,5510
024249,20211231,2021,INDL,C,D,STD,TDOC,TELADOC HEALTH INC,USD,A,3510
024287,20211231,2021,INDL,C,D,STD,AMBC,AMBAC FINANCIAL GROUP INC,USD,A,4030
024291,20211231,2021,INDL,C,D,STD,DIN,DINE BRANDS GLOBAL INC,USD,A,2530
024293,20211231,2021,INDL,C,D,STD,KALU,KAISER ALUMINUM CORP,USD,A,1510
024302,20211231,2021,INDL,C,D,STD,ALKS,ALKERMES PLC,USD,A,3520
024316,20211231,2021,INDL,C,D,STD,MNST,MONSTER BEVERAGE CORP,USD,A,3020
024330,20211231,2021,INDL,C,D,STD,SRG,SERITAGE GROWTH PROPERTIES,USD,A,6010
024344,20211231,2021,INDL,C,D,STD,VRTX,VERTEX PHARMACEUTICALS INC,USD,A,3520
024351,20211231,2021,INDL,C,D,STD,LIND,LINDBLAD EXPEDITIONS HLDGS,USD,A,2530
024352,20211130,2021,INDL,C,D,STD,PRGS,PROGRESS SOFTWARE CORP,USD,A,4510
024379,20211231,2021,INDL,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,A,4010
024396,20211231,2021,INDL,C,D,STD,TVTY,TIVITY HEALTH INC,USD,A,3510
024405,20211231,2021,INDL,C,D,STD,ZBRA,ZEBRA TECHNOLOGIES CP  -CL A,USD,A,4520
024430,20210930,2021,INDL,C,D,STD,EZPW,EZCORP INC  -CL A,USD,A,4020
024440,20211231,2021,INDL,C,D,STD,PRA,PROASSURANCE CORP,USD,A,4030
024447,20211231,2021,INDL,C,D,STD,BOKF,BOK FINANCIAL CORP,USD,A,4010
024458,20211231,2021,INDL,C,D,STD,SPNE,SEASPINE HOLDINGS CORP,USD,A,3510
024468,20211231,2021,INDL,C,D,STD,BIIB,BIOGEN INC,USD,A,3520
024508,20220131,2021,INDL,C,D,STD,OOMA,OOMA INC,USD,A,5010
024533,20211231,2021,INDL,C,D,STD,NHI,NATIONAL HEALTH INVESTORS,USD,A,6010
024599,20211231,2021,INDL,C,D,STD,AGLE,AEGLEA BIOTHERAPEUTICS INC,USD,A,3520
024616,20211231,2021,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,A,4510
024617,20211231,2021,INDL,C,D,STD,ODFL,OLD DOMINION FREIGHT,USD,A,2030
024620,20211231,2021,INDL,C,D,STD,RHP,RYMAN HOSPITALITY PPTYS INC,USD,A,6010
024638,20211231,2021,INDL,C,D,STD,TRU,TRANSUNION,USD,A,2020
024678,20211231,2021,INDL,C,D,STD,HMN,HORACE MANN EDUCATORS CORP,USD,A,4030
024708,20211231,2021,INDL,C,D,STD,ATNI,ATN INTERNATIONAL INC,USD,A,5010
024720,20211231,2021,INDL,C,D,STD,WNC,WABASH NATIONAL CORP,USD,A,2010
024731,20211231,2021,INDL,C,D,STD,KIM,KIMCO REALTY CORP,USD,A,6010
024750,20211231,2021,INDL,C,D,STD,WETF,WISDOMTREE INVESTMENTS INC,USD,A,4020
024755,20210630,2021,INDL,C,D,STD,JBSS,SANFILIPPO JOHN B&SON,USD,A,3020
024782,20211231,2021,INDL,C,D,STD,PRGO,PERRIGO CO PLC,USD,A,3520
024783,20210930,2021,INDL,C,D,STD,TTEK,TETRA TECH INC,USD,A,2020
024800,20210930,2021,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,A,4530
024825,20211231,2021,INDL,C,D,STD,OFC,CORPORATE OFFICE PROPERT,USD,A,6010
024856,20211231,2021,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,A,3520
024861,20211231,2021,INDL,C,D,STD,PLNT,PLANET FITNESS INC,USD,A,2530
024905,20211231,2021,INDL,C,D,STD,RUN,SUNRUN INC,USD,A,2010
024911,20210630,2021,INDL,C,D,STD,MCFT,MASTERCRAFT BOAT HLDNGS IN,USD,A,2520
024925,20211231,2021,INDL,C,D,STD,ROP,ROPER TECHNOLOGIES INC,USD,A,2010
024975,20211031,2021,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,A,4510
024978,20211231,2021,INDL,C,D,STD,ELY,CALLAWAY GOLF CO,USD,A,2520
025030,20211231,2021,INDL,C,D,STD,VRTS,VIRTUS INVESTMENT PTNRS INC,USD,A,4020
025110,20211231,2021,INDL,C,D,STD,ICUI,ICU MEDICAL INC,USD,A,3510
025119,20211231,2021,INDL,C,D,STD,MHK,MOHAWK INDUSTRIES INC,USD,A,2520
025166,20211231,2021,INDL,C,D,STD,KOPN,KOPIN CORP,USD,A,4530
025180,20211231,2021,INDL,C,D,STD,AGCO,AGCO CORP,USD,A,2010
025201,20211231,2021,INDL,C,D,STD,CASS,CASS INFORMATION SYSTEMS INC,USD,A,4510
025234,20220131,2021,INDL,C,D,STD,BKE,BUCKLE INC,USD,A,2550
025274,20211231,2021,INDL,C,D,STD,OLED,UNIVERSAL DISPLAY CORP,USD,A,4530
025279,20211231,2021,INDL,C,D,STD,BSX,BOSTON SCIENTIFIC CORP,USD,A,3510
025283,20220131,2021,INDL,C,D,STD,KSS,KOHL'S CORP,USD,A,2550
025289,20211231,2021,INDL,C,D,STD,VBIV,VBI VACCINES INC,USD,A,3520
025318,20211231,2021,INDL,C,D,STD,USPH,U S PHYSICAL THERAPY INC,USD,A,3510
